Row ID,Order ID,Order Date,Ship Mode,Customer Name,Segment,Country,State,Region,Product,Category,Sub-Category,Sales,Quantity,Discount,Profit
1545,CA-2017-107181,2020-02-04,Standard Class,Deborah Brumfield,Home Office,United States,California,West,OFF-PA-10000350,Office Supplies,Paper,34.24,4,0,16.0928
1546,CA-2017-150245,2020-12-30,Second Class,Pamela Coakley,Corporate,United States,New York,East,FUR-BO-10002613,Furniture,Bookcases,1573.488,7,0.2,196.686
1547,CA-2018-111395,2021-11-22,Standard Class,Victoria Brennan,Corporate,United States,Texas,Central,OFF-PA-10000994,Office Supplies,Paper,335.52,4,0.2,117.432
1548,CA-2018-111395,2021-11-22,Standard Class,Victoria Brennan,Corporate,United States,Texas,Central,OFF-BI-10002867,Office Supplies,Binders,23.912,2,0.8,-40.6504
1549,CA-2018-111395,2021-11-22,Standard Class,Victoria Brennan,Corporate,United States,Texas,Central,OFF-ST-10001291,Office Supplies,Storage,27.056,2,0.2,2.3674
1550,CA-2017-134278,2020-07-05,First Class,Emily Phan,Consumer,United States,New York,East,TEC-CO-10001046,Technology,Copiers,559.992,1,0.2,174.9975
1551,US-2020-124926,2023-11-13,Second Class,Maria Etezadi,Home Office,United States,Texas,Central,OFF-AP-10004868,Office Supplies,Appliances,9.324,6,0.8,-24.7086
1552,CA-2019-159345,2022-06-16,Standard Class,Ivan Gibson,Consumer,United States,California,West,OFF-PA-10000806,Office Supplies,Paper,111.96,2,0,54.8604
1553,CA-2017-130274,2020-05-02,First Class,Joni Sundaresam,Home Office,United States,Wisconsin,Central,OFF-LA-10002195,Office Supplies,Labels,21.56,7,0,10.3488
1554,CA-2020-158386,2023-10-16,Standard Class,Bobby Odegard,Consumer,United States,Kentucky,South,OFF-BI-10003719,Office Supplies,Binders,124.75,5,0,57.385
1555,CA-2018-111507,2021-02-05,Standard Class,Victoria Wilson,Corporate,United States,Washington,West,OFF-AR-10001315,Office Supplies,Art,5.28,3,0,1.5312
1556,CA-2020-120761,2023-09-04,Standard Class,Aimee Bixby,Consumer,United States,New York,East,TEC-AC-10000171,Technology,Accessories,91.96,4,0,39.5428
1557,CA-2019-109176,2022-05-08,Standard Class,Julia West,Consumer,United States,Pennsylvania,East,OFF-EN-10003134,Office Supplies,Envelopes,9.344,1,0.2,3.504
1558,CA-2019-109176,2022-05-08,Standard Class,Julia West,Consumer,United States,Pennsylvania,East,OFF-AR-10001955,Office Supplies,Art,79.36,5,0.2,9.92
1559,CA-2018-112116,2021-03-15,Second Class,Jeremy Ellison,Consumer,United States,Washington,West,FUR-TA-10001039,Furniture,Tables,171.96,2,0,44.7096
1560,CA-2019-126809,2022-04-08,Standard Class,Edward Becker,Corporate,United States,Washington,West,OFF-BI-10003712,Office Supplies,Binders,35.352,9,0.2,12.8151
1561,CA-2017-105172,2020-04-03,Standard Class,Paul Knutson,Home Office,United States,California,West,OFF-LA-10001641,Office Supplies,Labels,18.9,6,0,9.072
1562,CA-2020-107293,2023-09-05,First Class,Christopher Schild,Home Office,United States,Washington,West,OFF-AR-10003732,Office Supplies,Art,2.78,1,0,0.7228
1563,US-2020-102890,2023-06-30,Same Day,Sheri Gordon,Consumer,United States,New York,East,FUR-TA-10000577,Furniture,Tables,1044.63,5,0.4,-295.9785
1564,CA-2018-158554,2021-11-08,Same Day,Charlotte Melton,Consumer,United States,Pennsylvania,East,OFF-PA-10004000,Office Supplies,Paper,11.352,3,0.2,4.1151
1565,CA-2017-116239,2020-03-03,Same Day,Clay Ludtke,Consumer,United States,South Carolina,South,OFF-ST-10001370,Office Supplies,Storage,354.9,5,0,17.745
1566,CA-2018-132101,2021-03-18,Standard Class,Jesus Ocampo,Home Office,United States,Washington,West,TEC-PH-10004539,Technology,Phones,453.576,3,0.2,39.6879
1567,CA-2018-129112,2021-11-28,First Class,Anthony Witt,Consumer,United States,Texas,Central,TEC-AC-10003038,Technology,Accessories,21.48,3,0.2,-0.2685
1568,CA-2018-129112,2021-11-28,First Class,Anthony Witt,Consumer,United States,Texas,Central,OFF-BI-10000088,Office Supplies,Binders,8.784,4,0.8,-13.6152
1569,US-2020-152002,2023-06-11,Same Day,Dianna Vittorini,Consumer,United States,California,West,OFF-PA-10000357,Office Supplies,Paper,122.97,3,0,60.2553
1570,CA-2020-165029,2023-11-26,Standard Class,Adam Hart,Corporate,United States,Georgia,South,OFF-AR-10003504,Office Supplies,Art,12.84,3,0,3.7236
1571,US-2017-157385,2020-11-22,First Class,Sanjit Chand,Consumer,United States,California,West,FUR-CH-10000863,Furniture,Chairs,603.92,5,0.2,-67.941
1572,US-2017-157385,2020-11-22,First Class,Sanjit Chand,Consumer,United States,California,West,OFF-EN-10003160,Office Supplies,Envelopes,21.84,3,0,10.4832
1573,US-2017-157385,2020-11-22,First Class,Sanjit Chand,Consumer,United States,California,West,TEC-AC-10003280,Technology,Accessories,29.99,1,0,6.2979
1574,US-2017-157385,2020-11-22,First Class,Sanjit Chand,Consumer,United States,California,West,FUR-CH-10000595,Furniture,Chairs,381.44,2,0.2,23.84
1575,CA-2017-101602,2020-12-14,First Class,Mick Crebagga,Consumer,United States,Texas,Central,TEC-PH-10000169,Technology,Phones,40.68,3,0.2,-9.153
1576,CA-2017-101602,2020-12-14,First Class,Mick Crebagga,Consumer,United States,Texas,Central,FUR-CH-10004675,Furniture,Chairs,763.28,5,0.3,-21.808
1577,CA-2019-109057,2022-04-21,Standard Class,Tonja Turnell,Home Office,United States,Illinois,Central,OFF-ST-10002406,Office Supplies,Storage,23.952,2,0.2,2.3952
1578,CA-2019-154403,2022-05-22,Standard Class,Anne Pryor,Home Office,United States,Alabama,South,OFF-PA-10001526,Office Supplies,Paper,4.98,1,0,2.4402
1579,CA-2019-102456,2022-02-26,First Class,Dan Lawera,Consumer,United States,New York,East,OFF-AP-10004336,Office Supplies,Appliances,170.88,3,0,49.5552
1580,CA-2018-131338,2021-08-08,First Class,Naresj Patel,Consumer,United States,New York,East,TEC-PH-10003012,Technology,Phones,307.98,2,0,89.3142
1581,CA-2018-131338,2021-08-08,First Class,Naresj Patel,Consumer,United States,New York,East,FUR-TA-10002607,Furniture,Tables,382.806,9,0.4,-153.1224
1582,CA-2018-131338,2021-08-08,First Class,Naresj Patel,Consumer,United States,New York,East,OFF-ST-10000642,Office Supplies,Storage,41.96,2,0,2.9372
1583,CA-2018-131338,2021-08-08,First Class,Naresj Patel,Consumer,United States,New York,East,OFF-BI-10000545,Office Supplies,Binders,1217.568,2,0.2,456.588
1584,CA-2018-131338,2021-08-08,First Class,Naresj Patel,Consumer,United States,New York,East,FUR-FU-10002157,Furniture,Furnishings,47.04,3,0,18.3456
1585,CA-2018-131338,2021-08-08,First Class,Naresj Patel,Consumer,United States,New York,East,FUR-FU-10001706,Furniture,Furnishings,6.16,2,0,2.9568
1586,CA-2018-131338,2021-08-08,First Class,Naresj Patel,Consumer,United States,New York,East,TEC-PH-10000984,Technology,Phones,979.95,5,0,274.386
1587,CA-2018-131338,2021-08-08,First Class,Naresj Patel,Consumer,United States,New York,East,OFF-PA-10001357,Office Supplies,Paper,143.7,3,0,68.976
1588,CA-2018-131338,2021-08-08,First Class,Naresj Patel,Consumer,United States,New York,East,OFF-FA-10000992,Office Supplies,Fasteners,10.65,3,0,5.0055
1589,CA-2018-131338,2021-08-08,First Class,Naresj Patel,Consumer,United States,New York,East,TEC-AC-10002600,Technology,Accessories,247.8,4,0,34.692
1590,CA-2019-109911,2022-05-11,Standard Class,Vivek Grady,Corporate,United States,Virginia,South,OFF-AR-10001662,Office Supplies,Art,10.96,4,0,2.9592
1591,US-2019-132423,2022-04-14,Standard Class,Muhammed Yedwab,Corporate,United States,Texas,Central,OFF-AR-10001221,Office Supplies,Art,33.488,7,0.2,5.8604
1592,US-2019-132423,2022-04-14,Standard Class,Muhammed Yedwab,Corporate,United States,Texas,Central,OFF-FA-10002988,Office Supplies,Fasteners,8.04,5,0.2,2.9145
1593,CA-2018-122826,2021-06-22,Second Class,Rick Duston,Consumer,United States,Washington,West,TEC-PH-10004830,Technology,Phones,201.568,4,0.2,22.6764
1594,CA-2017-117317,2020-10-18,Same Day,Jeremy Farry,Consumer,United States,California,West,OFF-PA-10004519,Office Supplies,Paper,13.44,3,0,6.5856
1595,CA-2018-118423,2021-03-23,First Class,Dennis Pardue,Home Office,United States,Illinois,Central,FUR-BO-10000362,Furniture,Bookcases,359.058,3,0.3,-35.9058
1596,CA-2020-149181,2023-05-08,Standard Class,Maribeth Dona,Consumer,United States,Ohio,East,FUR-CH-10004540,Furniture,Chairs,47.992,2,0.3,-2.0568
1597,CA-2020-132234,2023-10-16,First Class,Maribeth Yedwab,Corporate,United States,New York,East,FUR-FU-10001290,Furniture,Furnishings,547.3,13,0,175.136
1598,CA-2020-158876,2023-11-19,Second Class,Aimee Bixby,Consumer,United States,Texas,Central,OFF-PA-10000308,Office Supplies,Paper,16.896,4,0.2,5.28
1599,CA-2020-158876,2023-11-19,Second Class,Aimee Bixby,Consumer,United States,Texas,Central,OFF-SU-10001165,Office Supplies,Supplies,6.672,1,0.2,0.5004
1600,CA-2020-158876,2023-11-19,Second Class,Aimee Bixby,Consumer,United States,Texas,Central,OFF-AR-10003373,Office Supplies,Art,99.136,4,0.2,8.6744
1601,CA-2020-158876,2023-11-19,Second Class,Aimee Bixby,Consumer,United States,Texas,Central,FUR-FU-10001967,Furniture,Furnishings,15.992,2,0.6,-13.993
1602,CA-2019-164672,2022-05-07,Second Class,George Bell,Corporate,United States,Delaware,East,FUR-FU-10001488,Furniture,Furnishings,211.96,2,0,42.392
1603,US-2019-132857,2022-12-10,Standard Class,Cynthia Arntzen,Consumer,United States,Tennessee,South,OFF-AR-10003251,Office Supplies,Art,6.672,3,0.2,1.668
1604,CA-2020-116645,2023-11-30,Standard Class,Max Engle,Consumer,United States,Delaware,East,OFF-AR-10001044,Office Supplies,Art,155.94,6,0,45.2226
1605,US-2019-115819,2022-04-18,Second Class,Jas O'Carroll,Consumer,United States,California,West,TEC-PH-10004700,Technology,Phones,39.96,5,0.2,12.987
1606,US-2019-115819,2022-04-18,Second Class,Jas O'Carroll,Consumer,United States,California,West,OFF-AR-10000823,Office Supplies,Art,5.46,3,0,1.5288
1607,US-2019-115819,2022-04-18,Second Class,Jas O'Carroll,Consumer,United States,California,West,OFF-AR-10004456,Office Supplies,Art,73.2,5,0,21.228
1608,US-2019-115819,2022-04-18,Second Class,Jas O'Carroll,Consumer,United States,California,West,OFF-BI-10000050,Office Supplies,Binders,5.84,1,0.2,1.971
1609,US-2019-115819,2022-04-18,Second Class,Jas O'Carroll,Consumer,United States,California,West,OFF-PA-10002377,Office Supplies,Paper,22.72,4,0,10.224
1610,US-2019-115819,2022-04-18,Second Class,Jas O'Carroll,Consumer,United States,California,West,OFF-BI-10000591,Office Supplies,Binders,9.336,3,0.2,3.2676
1611,CA-2017-156349,2020-05-25,Standard Class,Marina Lichtenstein,Corporate,United States,California,West,FUR-BO-10000362,Furniture,Bookcases,290.666,2,0.15,27.3568
1612,CA-2017-156349,2020-05-25,Standard Class,Marina Lichtenstein,Corporate,United States,California,West,TEC-PH-10000441,Technology,Phones,201.584,2,0.2,20.1584
1613,CA-2017-156349,2020-05-25,Standard Class,Marina Lichtenstein,Corporate,United States,California,West,TEC-PH-10002726,Technology,Phones,83.984,2,0.2,31.494
1614,CA-2020-138380,2023-12-21,Standard Class,Yana Sorensen,Corporate,United States,California,West,OFF-ST-10003306,Office Supplies,Storage,1000.02,7,0,290.0058
1615,US-2019-113509,2022-03-14,Standard Class,Paul Lucas,Home Office,United States,Pennsylvania,East,TEC-AC-10004855,Technology,Accessories,83.976,3,0.2,-13.6461
1616,CA-2018-130022,2021-08-09,Standard Class,Julie Kriz,Home Office,United States,Minnesota,Central,OFF-LA-10002787,Office Supplies,Labels,3.75,1,0,1.8
1617,CA-2018-130022,2021-08-09,Standard Class,Julie Kriz,Home Office,United States,Minnesota,Central,OFF-LA-10002043,Office Supplies,Labels,41.4,4,0,19.872
1618,CA-2018-130022,2021-08-09,Standard Class,Julie Kriz,Home Office,United States,Minnesota,Central,OFF-AR-10001915,Office Supplies,Art,29.79,3,0,12.5118
1619,US-2019-118780,2022-09-09,Second Class,Parhena Norris,Home Office,United States,New York,East,OFF-ST-10000352,Office Supplies,Storage,59.48,2,0,8.922
1620,US-2019-118780,2022-09-09,Second Class,Parhena Norris,Home Office,United States,New York,East,OFF-PA-10000575,Office Supplies,Paper,6.69,1,0,3.0774
1621,CA-2020-108560,2023-07-08,Standard Class,Jenna Caffey,Consumer,United States,Washington,West,FUR-FU-10002937,Furniture,Furnishings,198.46,2,0,99.23
1622,CA-2020-108560,2023-07-08,Standard Class,Jenna Caffey,Consumer,United States,Washington,West,OFF-LA-10003930,Office Supplies,Labels,786.48,8,0,385.3752
1623,CA-2020-108560,2023-07-08,Standard Class,Jenna Caffey,Consumer,United States,Washington,West,OFF-BI-10001107,Office Supplies,Binders,23.168,2,0.2,7.8192
1624,CA-2020-108560,2023-07-08,Standard Class,Jenna Caffey,Consumer,United States,Washington,West,TEC-AC-10003063,Technology,Accessories,50,2,0,10.5
1625,CA-2018-157084,2021-12-18,Standard Class,James Galang,Consumer,United States,California,West,TEC-PH-10002922,Technology,Phones,675.96,5,0.2,84.495
1626,CA-2018-157084,2021-12-18,Standard Class,James Galang,Consumer,United States,California,West,TEC-AC-10002049,Technology,Accessories,1265.85,3,0,556.974
1627,CA-2018-164539,2021-11-15,Standard Class,Philisse Overcash,Home Office,United States,New York,East,OFF-AP-10002457,Office Supplies,Appliances,523.25,5,0,141.2775
1628,CA-2018-143119,2021-09-23,Standard Class,Marc Crier,Consumer,United States,Louisiana,South,FUR-CH-10001270,Furniture,Chairs,517.5,6,0,155.25
1629,CA-2020-101049,2023-06-21,Second Class,Alan Shonely,Consumer,United States,Ohio,East,FUR-FU-10004415,Furniture,Furnishings,17.92,5,0.2,2.464
1630,CA-2020-101049,2023-06-21,Second Class,Alan Shonely,Consumer,United States,Ohio,East,OFF-BI-10001510,Office Supplies,Binders,41.256,6,0.7,-34.38
1631,CA-2019-106530,2022-05-07,Same Day,Clay Ludtke,Consumer,United States,Ohio,East,OFF-ST-10002011,Office Supplies,Storage,1006.056,3,0.2,88.0299
1632,CA-2019-106530,2022-05-07,Same Day,Clay Ludtke,Consumer,United States,Ohio,East,OFF-PA-10002986,Office Supplies,Paper,10.688,2,0.2,3.7408
1633,CA-2019-106530,2022-05-07,Same Day,Clay Ludtke,Consumer,United States,Ohio,East,OFF-PA-10004451,Office Supplies,Paper,10.368,2,0.2,3.6288
1634,CA-2019-106530,2022-05-07,Same Day,Clay Ludtke,Consumer,United States,Ohio,East,OFF-ST-10000649,Office Supplies,Storage,25.12,2,0.2,1.57
1635,CA-2019-106530,2022-05-07,Same Day,Clay Ludtke,Consumer,United States,Ohio,East,TEC-AC-10001465,Technology,Accessories,58.112,2,0.2,7.264
1636,CA-2017-168984,2020-11-25,Standard Class,Natalie Webber,Consumer,United States,Oregon,West,OFF-PA-10001166,Office Supplies,Paper,15.552,3,0.2,5.4432
1637,CA-2017-168984,2020-11-25,Standard Class,Natalie Webber,Consumer,United States,Oregon,West,OFF-ST-10001097,Office Supplies,Storage,669.08,5,0.2,-167.27
1638,CA-2017-168984,2020-11-25,Standard Class,Natalie Webber,Consumer,United States,Oregon,West,TEC-PH-10000038,Technology,Phones,438.336,4,0.2,-87.6672
1639,CA-2019-157266,2022-05-25,Standard Class,Toby Braunhardt,Consumer,United States,District of Columbia,East,OFF-PA-10002689,Office Supplies,Paper,19.44,3,0,9.3312
1640,CA-2019-157266,2022-05-25,Standard Class,Toby Braunhardt,Consumer,United States,District of Columbia,East,OFF-BI-10004728,Office Supplies,Binders,9.64,2,0,4.4344
1641,CA-2019-157266,2022-05-25,Standard Class,Toby Braunhardt,Consumer,United States,District of Columbia,East,OFF-PA-10004675,Office Supplies,Paper,12.7,2,0,5.842
1642,CA-2019-157266,2022-05-25,Standard Class,Toby Braunhardt,Consumer,United States,District of Columbia,East,FUR-FU-10000629,Furniture,Furnishings,41.37,3,0,17.3754
1643,US-2017-134712,2020-11-28,Standard Class,Bill Stewart,Corporate,United States,Illinois,Central,OFF-FA-10003112,Office Supplies,Fasteners,12.624,2,0.2,3.945
1644,CA-2018-111829,2021-03-18,First Class,Fred Hopkins,Corporate,United States,Washington,West,OFF-ST-10000142,Office Supplies,Storage,1247.64,3,0,349.3392
1645,CA-2018-111829,2021-03-18,First Class,Fred Hopkins,Corporate,United States,Washington,West,TEC-CO-10001766,Technology,Copiers,3149.93,7,0,1480.4671
1646,CA-2018-111829,2021-03-18,First Class,Fred Hopkins,Corporate,United States,Washington,West,OFF-PA-10004359,Office Supplies,Paper,209.7,2,0,100.656
1647,CA-2018-105221,2021-10-31,First Class,Valerie Mitchum,Home Office,United States,Pennsylvania,East,TEC-AC-10002323,Technology,Accessories,35.36,2,0.2,-3.094
1648,CA-2018-105221,2021-10-31,First Class,Valerie Mitchum,Home Office,United States,Pennsylvania,East,OFF-FA-10001135,Office Supplies,Fasteners,3.168,2,0.2,-0.7128
1649,CA-2018-120341,2021-09-25,Second Class,Sarah Foster,Consumer,United States,Pennsylvania,East,OFF-BI-10004224,Office Supplies,Binders,121.104,6,0.7,-100.92
1650,CA-2018-120341,2021-09-25,Second Class,Sarah Foster,Consumer,United States,Pennsylvania,East,TEC-PH-10003357,Technology,Phones,45.894,1,0.4,-9.1788
1651,CA-2017-135699,2020-08-28,Same Day,Hilary Holden,Corporate,United States,California,West,OFF-PA-10004475,Office Supplies,Paper,109.92,2,0,53.8608
1652,CA-2017-135699,2020-08-28,Same Day,Hilary Holden,Corporate,United States,California,West,OFF-PA-10003001,Office Supplies,Paper,13.36,2,0,6.4128
1653,US-2020-132444,2023-11-18,First Class,Christina DeMoss,Consumer,United States,Washington,West,OFF-ST-10003442,Office Supplies,Storage,169.68,6,0,45.8136
1654,US-2020-132444,2023-11-18,First Class,Christina DeMoss,Consumer,United States,Washington,West,TEC-AC-10003832,Technology,Accessories,132.52,4,0,54.3332
1655,US-2020-132444,2023-11-18,First Class,Christina DeMoss,Consumer,United States,Washington,West,OFF-FA-10000611,Office Supplies,Fasteners,2.96,2,0,1.4208
1656,US-2020-132444,2023-11-18,First Class,Christina DeMoss,Consumer,United States,Washington,West,OFF-BI-10001116,Office Supplies,Binders,8.448,2,0.2,2.9568
1657,US-2020-132444,2023-11-18,First Class,Christina DeMoss,Consumer,United States,Washington,West,OFF-ST-10000563,Office Supplies,Storage,95.94,3,0,9.594
1658,CA-2017-127159,2020-05-11,First Class,Hunter Lopez,Consumer,United States,Wisconsin,Central,FUR-FU-10000010,Furniture,Furnishings,34.79,7,0,10.7849
1659,CA-2020-161809,2023-01-19,Standard Class,Thea Hendricks,Consumer,United States,California,West,TEC-PH-10004922,Technology,Phones,160.776,3,0.2,10.0485
1660,CA-2020-127285,2023-10-30,Standard Class,Michelle Moray,Consumer,United States,Washington,West,OFF-BI-10004330,Office Supplies,Binders,88.752,3,0.2,27.735
1661,CA-2020-127285,2023-10-30,Standard Class,Michelle Moray,Consumer,United States,Washington,West,OFF-BI-10002072,Office Supplies,Binders,13.904,2,0.2,5.214
1662,CA-2020-144526,2023-04-30,Standard Class,Quincy Jones,Corporate,United States,Pennsylvania,East,TEC-PH-10002549,Technology,Phones,677.58,5,0.4,-158.102
1663,CA-2020-144526,2023-04-30,Standard Class,Quincy Jones,Corporate,United States,Pennsylvania,East,OFF-BI-10002353,Office Supplies,Binders,13.896,3,0.7,-9.264
1664,CA-2019-128531,2022-11-23,Second Class,Neola Schneider,Consumer,United States,Texas,Central,OFF-ST-10001325,Office Supplies,Storage,41.92,5,0.2,3.668
1665,CA-2019-128531,2022-11-23,Second Class,Neola Schneider,Consumer,United States,Texas,Central,TEC-AC-10002049,Technology,Accessories,297.576,3,0.2,-7.4394
1666,CA-2019-128531,2022-11-23,Second Class,Neola Schneider,Consumer,United States,Texas,Central,OFF-FA-10002676,Office Supplies,Fasteners,4.344,3,0.2,0.8688
1667,CA-2019-128531,2022-11-23,Second Class,Neola Schneider,Consumer,United States,Texas,Central,TEC-AC-10003023,Technology,Accessories,94.992,2,0.2,-2.3748
1668,CA-2019-128531,2022-11-23,Second Class,Neola Schneider,Consumer,United States,Texas,Central,OFF-PA-10000167,Office Supplies,Paper,74.352,3,0.2,23.235
1669,CA-2019-128531,2022-11-23,Second Class,Neola Schneider,Consumer,United States,Texas,Central,OFF-AR-10003405,Office Supplies,Art,14.04,3,0.2,1.5795
1670,US-2018-157154,2021-01-09,Standard Class,Michael Moore,Consumer,United States,New York,East,FUR-TA-10001889,Furniture,Tables,1018.104,4,0.4,-373.3048
1671,CA-2020-159457,2023-10-19,Standard Class,Rick Duston,Consumer,United States,Texas,Central,TEC-PH-10002185,Technology,Phones,16.68,3,0.2,5.2125
1672,CA-2019-107615,2022-03-21,First Class,Robert Barroso,Corporate,United States,Nevada,West,TEC-AC-10001013,Technology,Accessories,58.58,2,0,19.3314
1673,CA-2020-111647,2023-07-03,Standard Class,Rob Dowd,Consumer,United States,Texas,Central,TEC-PH-10002726,Technology,Phones,167.968,4,0.2,62.988
1674,CA-2018-150560,2021-12-10,First Class,Shaun Weien,Consumer,United States,Virginia,South,OFF-LA-10003930,Office Supplies,Labels,196.62,2,0,96.3438
1675,CA-2018-143077,2021-09-16,Standard Class,Sylvia Foulston,Corporate,United States,Texas,Central,FUR-FU-10003535,Furniture,Furnishings,21.936,2,0.6,-10.4196
1676,CA-2018-143077,2021-09-16,Standard Class,Sylvia Foulston,Corporate,United States,Texas,Central,OFF-BI-10000088,Office Supplies,Binders,6.588,3,0.8,-10.2114
1677,CA-2019-122728,2022-05-17,Standard Class,Eric Barreto,Consumer,United States,California,West,OFF-ST-10000604,Office Supplies,Storage,104.28,3,0,26.07
1678,CA-2019-122728,2022-05-17,Standard Class,Eric Barreto,Consumer,United States,California,West,OFF-PA-10004040,Office Supplies,Paper,17.94,3,0,8.7906
1679,CA-2017-122882,2020-09-06,Standard Class,Sean Braxton,Corporate,United States,Pennsylvania,East,OFF-ST-10002344,Office Supplies,Storage,64.784,1,0.2,-14.5764
1680,CA-2017-122882,2020-09-06,Standard Class,Sean Braxton,Corporate,United States,Pennsylvania,East,TEC-PH-10003589,Technology,Phones,32.382,3,0.4,4.3176
1681,CA-2017-122882,2020-09-06,Standard Class,Sean Braxton,Corporate,United States,Pennsylvania,East,FUR-FU-10000758,Furniture,Furnishings,42.368,2,0.2,8.4736
1682,CA-2017-122882,2020-09-06,Standard Class,Sean Braxton,Corporate,United States,Pennsylvania,East,TEC-MA-10004679,Technology,Machines,399.54,4,0.7,-559.356
1683,US-2019-101497,2022-09-28,Second Class,Pamela Stobb,Consumer,United States,California,West,OFF-PA-10000176,Office Supplies,Paper,18.97,1,0,9.1056
1684,CA-2019-147585,2022-11-06,Standard Class,Claudia Bergmann,Corporate,United States,California,West,FUR-FU-10002597,Furniture,Furnishings,14.82,3,0,6.2244
1685,CA-2020-149489,2023-04-24,First Class,Damala Kotsonis,Corporate,United States,Pennsylvania,East,OFF-AP-10002495,Office Supplies,Appliances,99.28,2,0.2,12.41
1686,CA-2020-149489,2023-04-24,First Class,Damala Kotsonis,Corporate,United States,Pennsylvania,East,OFF-BI-10002813,Office Supplies,Binders,1.188,2,0.7,-0.99
1687,CA-2020-149489,2023-04-24,First Class,Damala Kotsonis,Corporate,United States,Pennsylvania,East,OFF-BI-10002414,Office Supplies,Binders,7.518,2,0.7,-5.7638
1688,CA-2020-143798,2023-12-10,First Class,Anthony Witt,Consumer,United States,Pennsylvania,East,OFF-PA-10000788,Office Supplies,Paper,10.368,2,0.2,3.6288
1689,CA-2020-143798,2023-12-10,First Class,Anthony Witt,Consumer,United States,Pennsylvania,East,FUR-FU-10004306,Furniture,Furnishings,310.88,2,0.2,23.316
1690,CA-2017-142839,2020-08-15,Standard Class,Troy Staebel,Consumer,United States,Pennsylvania,East,FUR-TA-10001539,Furniture,Tables,853.092,6,0.4,-227.4912
1691,CA-2020-129833,2023-12-09,Standard Class,Herbert Flentye,Consumer,United States,Indiana,Central,OFF-PA-10000575,Office Supplies,Paper,33.45,5,0,15.387
1692,CA-2020-129833,2023-12-09,Standard Class,Herbert Flentye,Consumer,United States,Indiana,Central,OFF-BI-10004182,Office Supplies,Binders,10.4,5,0,5.096
1693,US-2019-154361,2022-03-13,Standard Class,Henia Zydlo,Consumer,United States,Ohio,East,FUR-FU-10004020,Furniture,Furnishings,21.88,5,0.2,6.2905
1694,US-2019-158708,2022-06-25,Second Class,Alejandro Ballentine,Home Office,United States,Texas,Central,TEC-AC-10003133,Technology,Accessories,13.616,2,0.2,3.5742
1695,CA-2018-156335,2021-09-24,Second Class,Phillina Ober,Home Office,United States,New Jersey,East,TEC-AC-10002006,Technology,Accessories,63.96,4,0,19.8276
1696,CA-2018-156335,2021-09-24,Second Class,Phillina Ober,Home Office,United States,New Jersey,East,OFF-BI-10003314,Office Supplies,Binders,14.46,3,0,7.0854
1697,CA-2018-156335,2021-09-24,Second Class,Phillina Ober,Home Office,United States,New Jersey,East,TEC-PH-10002726,Technology,Phones,104.98,2,0,52.49
1698,CA-2018-148376,2021-12-26,Standard Class,Arthur Gainer,Consumer,United States,California,West,OFF-AP-10000240,Office Supplies,Appliances,106.96,2,0,31.0184
1699,CA-2018-148376,2021-12-26,Standard Class,Arthur Gainer,Consumer,United States,California,West,OFF-LA-10002381,Office Supplies,Labels,21.56,7,0,10.3488
1700,CA-2017-135657,2020-06-02,Second Class,Steven Cartwright,Consumer,United States,Washington,West,FUR-TA-10004086,Furniture,Tables,515.88,6,0,113.4936
1701,CA-2018-114069,2021-07-12,Second Class,Natalie DeCherney,Consumer,United States,New York,East,OFF-BI-10000320,Office Supplies,Binders,11.808,2,0.2,4.2804
1702,CA-2018-114069,2021-07-12,Second Class,Natalie DeCherney,Consumer,United States,New York,East,FUR-CH-10000595,Furniture,Chairs,1931.04,9,0.1,321.84
1703,CA-2018-114069,2021-07-12,Second Class,Natalie DeCherney,Consumer,United States,New York,East,OFF-PA-10000349,Office Supplies,Paper,9.96,2,0,4.6812
1704,CA-2017-139857,2020-02-02,Standard Class,Cynthia Delaney,Home Office,United States,California,West,OFF-FA-10001843,Office Supplies,Fasteners,12.35,5,0,5.8045
1705,CA-2019-106306,2022-03-07,Same Day,Patrick Gardner,Consumer,United States,Arizona,West,OFF-BI-10003676,Office Supplies,Binders,9.702,3,0.7,-7.1148
1706,CA-2018-100545,2021-11-21,Standard Class,Irene Maddox,Consumer,United States,Pennsylvania,East,OFF-BI-10003638,Office Supplies,Binders,11.61,2,0.7,-9.288
1707,CA-2020-123491,2023-10-30,Standard Class,Jamie Kunitz,Consumer,United States,California,West,OFF-LA-10003077,Office Supplies,Labels,43.86,6,0,20.6142
1708,CA-2020-123491,2023-10-30,Standard Class,Jamie Kunitz,Consumer,United States,California,West,TEC-PH-10003505,Technology,Phones,148.48,2,0.2,16.704
1709,CA-2020-123491,2023-10-30,Standard Class,Jamie Kunitz,Consumer,United States,California,West,OFF-PA-10003424,Office Supplies,Paper,7.42,2,0,3.71
1710,CA-2020-123491,2023-10-30,Standard Class,Jamie Kunitz,Consumer,United States,California,West,FUR-CH-10003061,Furniture,Chairs,71.992,1,0.2,-0.8999
1711,CA-2020-123491,2023-10-30,Standard Class,Jamie Kunitz,Consumer,United States,California,West,OFF-AR-10003514,Office Supplies,Art,19.9,5,0,6.567
1712,CA-2020-123491,2023-10-30,Standard Class,Jamie Kunitz,Consumer,United States,California,West,OFF-AP-10002684,Office Supplies,Appliances,1702.12,14,0,510.636
