RowID,OrderDate,CustomerName,Sales,Profit
1333,2020-02-16,Michael Nguyen,1.08,-1.728
1334,2020-02-16,Michael Nguyen,7.96,-13.93
1335,2020-05-05,Harold Pawlan,140.736,52.776
1336,2022-05-15,Jim Radford,552.56,0
1337,2023-04-02,Jamie Frazer,25.11,6.5286
1338,2023-03-31,Chad McGuire,29.78,8.0406
1339,2023-03-31,Chad McGuire,677.58,176.1708
1340,2023-03-31,Chad McGuire,75.04,36.0192
1341,2023-01-01,Aaron Smayling,695.7,-27.828
1342,2023-01-01,Aaron Smayling,15.66,-12.528
1343,2023-01-01,Aaron Smayling,28.854,-21.1596
1344,2021-05-27,Karl Braun,47.82,14.346
1345,2021-05-27,Karl Braun,13.05,6.003
1346,2020-03-16,Bradley Nguyen,93.78,36.5742
1347,2020-03-16,Bradley Nguyen,47.18,23.59
1348,2020-03-16,Bradley Nguyen,19.68,5.7072
1349,2020-03-16,Bradley Nguyen,53.4,25.098
1350,2020-03-16,Bradley Nguyen,35.88,17.2224
1351,2020-10-02,Beth Paige,258.279,-70.1043
1352,2022-03-27,Aaron Smayling,31.4,7.85
1353,2023-05-04,Lindsay Williams,183.96,20.6955
1354,2023-05-04,Lindsay Williams,17.61,8.4528
1355,2023-05-04,Lindsay Williams,300.904,11.2839
1356,2020-07-04,Dan Campbell,220.776,-44.1552
1357,2020-07-04,Dan Campbell,281.424,-35.178
1358,2022-05-04,Natalie DeCherney,79.14,36.4044
1359,2023-04-26,Larry Blacks,1.988,-1.4413
1360,2020-09-25,Kean Takahito,145.568,0
1361,2023-10-19,Harry Marie,123.256,9.2442
1362,2023-10-19,Harry Marie,23.68,7.4
1363,2023-10-19,Harry Marie,309.576,-56.7556
1364,2023-11-10,Ann Blume,38.388,-25.592
1365,2023-11-10,Ann Blume,95.994,-63.996
1366,2023-11-10,Ann Blume,239.952,-35.9928
1367,2023-11-10,Ann Blume,201.584,15.1188
1368,2023-11-10,Ann Blume,899.136,-146.1096
1369,2023-07-08,Sam Zeldin,145.9,62.737
1370,2021-12-23,Jim Radford,590.058,-786.744
1371,2021-12-23,Jim Radford,14.04,1.5795
1372,2023-03-07,Michael Granlund,49.08,4.908
1373,2020-03-31,Kunst Miller,29.6,14.8
1374,2020-03-31,Kunst Miller,17.088,5.5536
1375,2021-09-13,Christina Anderson,912.75,118.6575
1376,2020-08-03,Valerie Dominguez,1089.75,305.13
1377,2020-08-03,Valerie Dominguez,447.84,219.4416
1378,2020-08-03,Valerie Dominguez,16.4,4.264
1379,2020-08-03,Valerie Dominguez,399.96,34.9965
1380,2020-08-03,Valerie Dominguez,158.9,7.945
1381,2020-08-03,Valerie Dominguez,13.184,4.7792
1382,2022-09-02,Julie Kriz,83.952,-90.2484
1383,2022-02-04,Paul Prost,80.98,1.6196
1384,2022-02-04,Paul Prost,348.84,170.9316
1385,2022-02-04,Paul Prost,9.45,0.189
1386,2022-02-04,Paul Prost,18.84,7.1592
1387,2022-02-04,Paul Prost,239.98,52.7956
1388,2022-02-04,Paul Prost,167.96,78.9412
1389,2022-02-04,Paul Prost,104.85,28.3095
1390,2022-02-04,Paul Prost,484.83,126.0558
1391,2022-02-04,Paul Prost,122.97,60.2553
1392,2022-02-04,Paul Prost,154.44,1.5444
1393,2022-02-04,Paul Prost,342.37,160.9139
1394,2023-07-03,Yana Sorensen,9.552,1.5522
1395,2023-10-09,Cyma Kinney,652.45,-430.617
1396,2023-10-09,Cyma Kinney,66.645,-42.6528
1397,2022-11-23,Nat Carroll,17.216,6.0256
1398,2022-11-23,Nat Carroll,11.56,5.6644
1399,2022-11-23,Nat Carroll,88.4,11.492
1400,2022-11-23,Nat Carroll,6.48,3.1104
1401,2022-10-31,Katherine Murray,21.8,6.104
1402,2022-10-31,Katherine Murray,251.79,118.3413
1403,2022-04-18,Gary Mitchum,205.176,-58.1332
1404,2022-04-18,Gary Mitchum,419.4,146.79
1405,2020-04-05,Shirley Daniels,10.304,-2.1896
1406,2020-04-05,Shirley Daniels,154.764,-36.1116
1407,2020-04-05,Shirley Daniels,116.784,21.897
1408,2022-09-01,Karen Daniels,75.48,19.6248
1409,2022-09-01,Karen Daniels,39.98,9.995
1410,2022-09-24,Adrian Barton,393.165,-204.4458
1411,2023-11-04,Sam Zeldin,23.68,8.88
1412,2022-07-08,Jonathan Doherty,408.006,72.5344
1413,2022-07-08,Jonathan Doherty,165.28,14.8752
1414,2020-06-29,Helen Abelman,334.768,108.7996
1415,2023-01-27,Beth Thompson,239.97,26.3967
1416,2023-01-27,Beth Thompson,37.74,12.8316
1417,2021-09-20,Stuart Van,946.344,118.293
1418,2021-09-20,Stuart Van,151.2,32.13
1419,2021-09-20,Stuart Van,4.928,-1.4784
1420,2021-09-25,Rick Wilson,86.272,31.2736
1421,2021-09-25,Rick Wilson,72.588,-48.392
1422,2021-09-25,Rick Wilson,60.672,14.4096
1423,2021-09-25,Rick Wilson,77.031,-59.0571
1424,2021-09-25,Rick Wilson,119.904,-1.4988
1425,2021-09-25,Rick Wilson,263.96,23.0965
1426,2021-09-25,Rick Wilson,363.648,-86.3664
1427,2021-10-30,Damala Kotsonis,9.728,3.2832
1428,2021-10-30,Damala Kotsonis,14.75,7.08
1429,2021-10-30,Damala Kotsonis,29.8,9.3125
1430,2021-10-30,Damala Kotsonis,427.42,196.6132
1431,2023-11-26,Liz Thompson,220.752,-40.4712
1432,2020-12-18,Irene Maddox,152.76,74.8524
1433,2020-12-18,Irene Maddox,7.27,1.9629
1434,2020-12-18,Irene Maddox,1819.86,163.7874
1435,2022-12-25,Frank Preis,33.9,15.594
1436,2023-06-20,Shui Tom,31.104,10.8864
1437,2023-06-20,Shui Tom,5.248,0.5904
1438,2021-10-14,Joel Eaton,263.88,42.8805
1439,2021-10-14,Joel Eaton,2453.43,-350.49
1440,2023-04-12,Bill Donatelli,29.7,13.365
1441,2023-04-12,Bill Donatelli,39.96,17.982
1442,2023-12-19,Michael Moore,36.672,11.46
1443,2023-08-05,Pauline Webber,13.76,6.3296
1444,2021-09-30,Shaun Chance,139.424,17.428
1445,2022-05-22,Ken Lonsdale,1979.928,148.4946
1446,2023-06-13,Shirley Daniels,164.736,-39.1248
1447,2023-06-13,Shirley Daniels,470.302,-87.3418
1448,2023-06-13,Shirley Daniels,47.984,5.998
1449,2020-04-22,Theresa Swint,2.502,-1.7514
1450,2021-04-30,Jennifer Braxton,88.752,11.094
1451,2021-07-18,Thais Sissman,2.025,-1.35
1452,2022-11-25,Mark Cousins,70.98,34.7802
1453,2022-11-25,Mark Cousins,91.68,45.84
1454,2022-11-25,Mark Cousins,33.75,16.875
1455,2022-11-25,Mark Cousins,3040,1459.2
1456,2023-06-12,Maria Etezadi,91.2,41.952
1457,2023-06-12,Maria Etezadi,452.94,67.941
1458,2021-08-16,Shaun Chance,52.2,23.49
1459,2022-09-24,Nicole Hansen,15.936,5.1792
1460,2020-05-03,Andrew Allen,27.46,9.8856
1461,2021-11-30,Logan Currie,55.424,19.3984
1462,2022-03-10,Mick Brown,244.006,-31.3722
1463,2022-08-25,Linda Cazamias,159.984,43.9956
1464,2022-08-25,Linda Cazamias,1024.716,-29.2776
1465,2022-12-15,Keith Dawkins,3.68,1.8032
1466,2020-08-07,Maria Bertelson,121.376,-3.0344
1467,2020-08-07,Maria Bertelson,95.976,-10.7973
1468,2021-05-15,Tracy Hopkins,255.968,31.996
1469,2023-12-09,Damala Kotsonis,872.94,226.9644
1470,2023-12-09,Damala Kotsonis,41.54,19.5238
1471,2023-12-09,Damala Kotsonis,12.96,6.2208
1472,2021-09-23,Odella Nelson,6.848,0.5992
1473,2023-07-11,Katherine Nockton,8.67,4.0749
1474,2021-11-30,Neoma Murray,6.688,-4.0128
1475,2022-11-18,Nora Pelletier,17.28,5.0112
1476,2022-11-18,Nora Pelletier,17.712,6.4206
1477,2023-03-19,Catherine Glotzbach,28.91,13.2986
1478,2022-11-12,Cindy Stewart,52.136,5.8653
1479,2023-11-19,Katherine Ducich,31.968,2.3976
1480,2022-12-01,Mike Kennedy,25.92,12.4416
1481,2022-12-01,Mike Kennedy,40.46,19.8254
1482,2022-12-01,Mike Kennedy,33.87,8.8062
1483,2023-08-25,Don Weiss,9.728,1.7024
1484,2023-08-25,Don Weiss,3.424,1.07
1485,2022-10-13,Christine Phan,177,30.09
1486,2020-11-26,Maxwell Schwartz,3.76,1.316
1487,2021-11-02,Corinna Mitchell,1212.848,106.1242
1488,2021-11-02,Corinna Mitchell,89.97,37.7874
1489,2021-11-02,Corinna Mitchell,42.6,16.614
1490,2020-11-28,Corey-Lock,5.04,1.764
1491,2023-04-30,Dionis Lloyd,62.96,28.332
1492,2023-11-24,Todd Sumrall,5.88,2.8812
1493,2023-11-24,Todd Sumrall,977.292,173.7408
1494,2023-10-30,Jane Waco,9.64,3.6632
1495,2020-12-16,Roy Französisch,40.05,11.214
1496,2023-09-04,John Dryer,10.192,3.185
1497,2023-09-04,John Dryer,16.784,-0.2098
1498,2023-09-04,John Dryer,13.12,3.772
1499,2022-10-16,Neil Knudson,18.16,6.583
1500,2023-11-12,Nathan Gelder,16.056,5.8203
1501,2023-11-12,Nathan Gelder,223.056,69.705
1502,2023-11-12,Nathan Gelder,540.048,-47.2542
1503,2022-11-23,Alyssa Tate,33.52,3.352
1504,2022-11-23,Alyssa Tate,9.94,3.0814
1505,2021-07-31,Pauline Chand,6.72,3.36
1506,2021-07-31,Pauline Chand,1004.976,-175.8708
1507,2023-12-24,Andy Reiter,17.88,5.5875
1508,2022-09-16,Cindy Stewart,396,190.08
1509,2023-12-10,Lindsay Shagiari,34.5,15.525
1510,2023-09-12,Jessica Myrick,8.36,3.0096
1511,2023-06-24,Nicole Hansen,385.6,111.824
1512,2023-06-24,Nicole Hansen,35.82,11.8206
1513,2023-08-18,Russell Applegate,200.064,12.504
1514,2023-08-18,Russell Applegate,21.38,-33.139
1515,2023-08-18,Russell Applegate,6.744,-11.4648
1516,2023-12-11,Arianne Irving,63.686,-9.098
1517,2023-12-10,Michael Chen,1669.6,116.872
1518,2020-02-03,Tom Boeckenhauer,83.84,27.248
1519,2020-02-03,Tom Boeckenhauer,13.272,4.3134
1520,2023-02-10,Victoria Wilson,21.336,7.7343
1521,2023-04-16,Paul Lucas,16.52,2.065
1522,2021-12-05,Gary Hwang,206.112,48.9516
1523,2021-12-05,Gary Hwang,19.92,6.723
1524,2021-12-05,Gary Hwang,198.272,61.96
1525,2021-12-05,Gary Hwang,247.104,-58.6872
1526,2021-12-05,Gary Hwang,86.304,9.7092
1527,2022-07-21,Caroline Jumper,4.16,0.364
1528,2022-07-21,Caroline Jumper,11.648,3.3488
1529,2021-11-06,Mike Caudle,26.18,0.5236
1530,2021-11-06,Mike Caudle,7.3,3.431
1531,2021-03-25,Benjamin Venier,74.352,23.235
1532,2023-08-31,Jeremy Farry,10.744,0.8058
1533,2023-08-31,Jeremy Farry,8.376,2.7222
1534,2022-12-03,Ellis Ballard,212.88,0
1535,2023-02-09,Mike Pelletier,203.983,16.7986
1536,2022-10-28,Jim Mitchum,40.74,0.4074
1537,2022-10-28,Jim Mitchum,11.67,3.0342
1538,2023-09-15,Carl Ludwig,39.99,11.5971
1539,2023-09-15,Carl Ludwig,16.28,6.512
1540,2023-09-15,Carl Ludwig,782.94,203.5644
1541,2023-09-15,Carl Ludwig,242.48,116.3904
1542,2020-03-10,Chloris Kastensmidt,8.32,2.288
1543,2020-03-10,Chloris Kastensmidt,10.464,1.7004
1544,2020-02-04,Deborah Brumfield,82.896,29.0136
1545,2020-02-04,Deborah Brumfield,34.24,16.0928
1546,2020-12-30,Pamela Coakley,1573.488,196.686
1547,2021-11-22,Victoria Brennan,335.52,117.432
1548,2021-11-22,Victoria Brennan,23.912,-40.6504
1549,2021-11-22,Victoria Brennan,27.056,2.3674
1550,2020-07-05,Emily Phan,559.992,174.9975
1551,2023-11-13,Maria Etezadi,9.324,-24.7086
1552,2022-06-16,Ivan Gibson,111.96,54.8604
1553,2020-05-02,Joni Sundaresam,21.56,10.3488
1554,2023-10-16,Bobby Odegard,124.75,57.385
1555,2021-02-05,Victoria Wilson,5.28,1.5312
1556,2023-09-04,Aimee Bixby,91.96,39.5428
1557,2022-05-08,Julia West,9.344,3.504
1558,2022-05-08,Julia West,79.36,9.92
1559,2021-03-15,Jeremy Ellison,171.96,44.7096
1560,2022-04-08,Edward Becker,35.352,12.8151
1561,2020-04-03,Paul Knutson,18.9,9.072
1562,2023-09-05,Christopher Schild,2.78,0.7228
1563,2023-06-30,Sheri Gordon,1044.63,-295.9785
1564,2021-11-08,Charlotte Melton,11.352,4.1151
1565,2020-03-03,Clay Ludtke,354.9,17.745
1566,2021-03-18,Jesus Ocampo,453.576,39.6879
1567,2021-11-28,Anthony Witt,21.48,-0.2685
1568,2021-11-28,Anthony Witt,8.784,-13.6152
1569,2023-06-11,Dianna Vittorini,122.97,60.2553
1570,2023-11-26,Adam Hart,12.84,3.7236
1571,2020-11-22,Sanjit Chand,603.92,-67.941
1572,2020-11-22,Sanjit Chand,21.84,10.4832
1573,2020-11-22,Sanjit Chand,29.99,6.2979
1574,2020-11-22,Sanjit Chand,381.44,23.84
1575,2020-12-14,Mick Crebagga,40.68,-9.153
1576,2020-12-14,Mick Crebagga,763.28,-21.808
1577,2022-04-21,Tonja Turnell,23.952,2.3952
1578,2022-05-22,Anne Pryor,4.98,2.4402
1579,2022-02-26,Dan Lawera,170.88,49.5552
1580,2021-08-08,Naresj Patel,307.98,89.3142
1581,2021-08-08,Naresj Patel,382.806,-153.1224
1582,2021-08-08,Naresj Patel,41.96,2.9372
1583,2021-08-08,Naresj Patel,1217.568,456.588
1584,2021-08-08,Naresj Patel,47.04,18.3456
1585,2021-08-08,Naresj Patel,6.16,2.9568
1586,2021-08-08,Naresj Patel,979.95,274.386
1587,2021-08-08,Naresj Patel,143.7,68.976
1588,2021-08-08,Naresj Patel,10.65,5.0055
1589,2021-08-08,Naresj Patel,247.8,34.692
1590,2022-05-11,Vivek Grady,10.96,2.9592
1591,2022-04-14,Muhammed Yedwab,33.488,5.8604
1592,2022-04-14,Muhammed Yedwab,8.04,2.9145
1593,2021-06-22,Rick Duston,201.568,22.6764
1594,2020-10-18,Jeremy Farry,13.44,6.5856
1595,2021-03-23,Dennis Pardue,359.058,-35.9058
1596,2023-05-08,Maribeth Dona,47.992,-2.0568
1597,2023-10-16,Maribeth Yedwab,547.3,175.136
1598,2023-11-19,Aimee Bixby,16.896,5.28
1599,2023-11-19,Aimee Bixby,6.672,0.5004
1600,2023-11-19,Aimee Bixby,99.136,8.6744
1601,2023-11-19,Aimee Bixby,15.992,-13.993
1602,2022-05-07,George Bell,211.96,42.392
1603,2022-12-10,Cynthia Arntzen,6.672,1.668
1604,2023-11-30,Max Engle,155.94,45.2226
1605,2022-04-18,Jas O'Carroll,39.96,12.987
1606,2022-04-18,Jas O'Carroll,5.46,1.5288
1607,2022-04-18,Jas O'Carroll,73.2,21.228
1608,2022-04-18,Jas O'Carroll,5.84,1.971
1609,2022-04-18,Jas O'Carroll,22.72,10.224
1610,2022-04-18,Jas O'Carroll,9.336,3.2676
1611,2020-05-25,Marina Lichtenstein,290.666,27.3568
1612,2020-05-25,Marina Lichtenstein,201.584,20.1584
1613,2020-05-25,Marina Lichtenstein,83.984,31.494
1614,2023-12-21,Yana Sorensen,1000.02,290.0058
1615,2022-03-14,Paul Lucas,83.976,-13.6461
1616,2021-08-09,Julie Kriz,3.75,1.8
1617,2021-08-09,Julie Kriz,41.4,19.872
1618,2021-08-09,Julie Kriz,29.79,12.5118
1619,2022-09-09,Parhena Norris,59.48,8.922
1620,2022-09-09,Parhena Norris,6.69,3.0774
1621,2023-07-08,Jenna Caffey,198.46,99.23
1622,2023-07-08,Jenna Caffey,786.48,385.3752
1623,2023-07-08,Jenna Caffey,23.168,7.8192
1624,2023-07-08,Jenna Caffey,50,10.5
1625,2021-12-18,James Galang,675.96,84.495
1626,2021-12-18,James Galang,1265.85,556.974
1627,2021-11-15,Philisse Overcash,523.25,141.2775
1628,2021-09-23,Marc Crier,517.5,155.25
1629,2023-06-21,Alan Shonely,17.92,2.464
1630,2023-06-21,Alan Shonely,41.256,-34.38
1631,2022-05-07,Clay Ludtke,1006.056,88.0299
1632,2022-05-07,Clay Ludtke,10.688,3.7408
1633,2022-05-07,Clay Ludtke,10.368,3.6288
1634,2022-05-07,Clay Ludtke,25.12,1.57
1635,2022-05-07,Clay Ludtke,58.112,7.264
1636,2020-11-25,Natalie Webber,15.552,5.4432
1637,2020-11-25,Natalie Webber,669.08,-167.27
1638,2020-11-25,Natalie Webber,438.336,-87.6672
1639,2022-05-25,Toby Braunhardt,19.44,9.3312
1640,2022-05-25,Toby Braunhardt,9.64,4.4344
1641,2022-05-25,Toby Braunhardt,12.7,5.842
1642,2022-05-25,Toby Braunhardt,41.37,17.3754
1643,2020-11-28,Bill Stewart,12.624,3.945
1644,2021-03-18,Fred Hopkins,1247.64,349.3392
1645,2021-03-18,Fred Hopkins,3149.93,1480.4671
1646,2021-03-18,Fred Hopkins,209.7,100.656
1647,2021-10-31,Valerie Mitchum,35.36,-3.094
1648,2021-10-31,Valerie Mitchum,3.168,-0.7128
1649,2021-09-25,Sarah Foster,121.104,-100.92
1650,2021-09-25,Sarah Foster,45.894,-9.1788
1651,2020-08-28,Hilary Holden,109.92,53.8608
1652,2020-08-28,Hilary Holden,13.36,6.4128
1653,2023-11-18,Christina DeMoss,169.68,45.8136
1654,2023-11-18,Christina DeMoss,132.52,54.3332
1655,2023-11-18,Christina DeMoss,2.96,1.4208
1656,2023-11-18,Christina DeMoss,8.448,2.9568
1657,2023-11-18,Christina DeMoss,95.94,9.594
1658,2020-05-11,Hunter Lopez,34.79,10.7849
1659,2023-01-19,Thea Hendricks,160.776,10.0485
1660,2023-10-30,Michelle Moray,88.752,27.735
1661,2023-10-30,Michelle Moray,13.904,5.214
1662,2023-04-30,Quincy Jones,677.58,-158.102
1663,2023-04-30,Quincy Jones,13.896,-9.264
1664,2022-11-23,Neola Schneider,41.92,3.668
1665,2022-11-23,Neola Schneider,297.576,-7.4394
1666,2022-11-23,Neola Schneider,4.344,0.8688
1667,2022-11-23,Neola Schneider,94.992,-2.3748
1668,2022-11-23,Neola Schneider,74.352,23.235
1669,2022-11-23,Neola Schneider,14.04,1.5795
1670,2021-01-09,Michael Moore,1018.104,-373.3048
1671,2023-10-19,Rick Duston,16.68,5.2125
1672,2022-03-21,Robert Barroso,58.58,19.3314
1673,2023-07-03,Rob Dowd,167.968,62.988
1674,2021-12-10,Shaun Weien,196.62,96.3438
1675,2021-09-16,Sylvia Foulston,21.936,-10.4196
1676,2021-09-16,Sylvia Foulston,6.588,-10.2114
1677,2022-05-17,Eric Barreto,104.28,26.07
1678,2022-05-17,Eric Barreto,17.94,8.7906
1679,2020-09-06,Sean Braxton,64.784,-14.5764
1680,2020-09-06,Sean Braxton,32.382,4.3176
1681,2020-09-06,Sean Braxton,42.368,8.4736
1682,2020-09-06,Sean Braxton,399.54,-559.356
1683,2022-09-28,Pamela Stobb,18.97,9.1056
1684,2022-11-06,Claudia Bergmann,14.82,6.2244
1685,2023-04-24,Damala Kotsonis,99.28,12.41
1686,2023-04-24,Damala Kotsonis,1.188,-0.99
1687,2023-04-24,Damala Kotsonis,7.518,-5.7638
1688,2023-12-10,Anthony Witt,10.368,3.6288
1689,2023-12-10,Anthony Witt,310.88,23.316
1690,2020-08-15,Troy Staebel,853.092,-227.4912
1691,2023-12-09,Herbert Flentye,33.45,15.387
1692,2023-12-09,Herbert Flentye,10.4,5.096
1693,2022-03-13,Henia Zydlo,21.88,6.2905
1694,2022-06-25,Alejandro Ballentine,13.616,3.5742
1695,2021-09-24,Phillina Ober,63.96,19.8276
1696,2021-09-24,Phillina Ober,14.46,7.0854
1697,2021-09-24,Phillina Ober,104.98,52.49
1698,2021-12-26,Arthur Gainer,106.96,31.0184
1699,2021-12-26,Arthur Gainer,21.56,10.3488
1700,2020-06-02,Steven Cartwright,515.88,113.4936
1701,2021-07-12,Natalie DeCherney,11.808,4.2804
1702,2021-07-12,Natalie DeCherney,1931.04,321.84
1703,2021-07-12,Natalie DeCherney,9.96,4.6812
1704,2020-02-02,Cynthia Delaney,12.35,5.8045
1705,2022-03-07,Patrick Gardner,9.702,-7.1148
1706,2021-11-21,Irene Maddox,11.61,-9.288
1707,2023-10-30,Jamie Kunitz,43.86,20.6142
1708,2023-10-30,Jamie Kunitz,148.48,16.704
1709,2023-10-30,Jamie Kunitz,7.42,3.71
1710,2023-10-30,Jamie Kunitz,71.992,-0.8999
1711,2023-10-30,Jamie Kunitz,19.9,6.567
1712,2023-10-30,Jamie Kunitz,1702.12,510.636
1713,2021-01-29,Jeremy Pistek,14.304,5.0064
1714,2023-09-08,Michelle Moray,765.625,-566.5625
1715,2023-10-07,Debra Catini,307.666,-14.4784
1716,2022-04-29,John Lee,7.712,2.7956
1717,2022-05-18,Bradley Nguyen,242.9,70.441
1718,2022-05-18,Bradley Nguyen,454.9,0
1719,2022-05-18,Bradley Nguyen,35.92,15.0864
1720,2022-05-18,Bradley Nguyen,39.76,12.3256
1721,2022-05-18,Bradley Nguyen,47.744,14.92
1722,2021-12-19,Katherine Ducich,159.984,11.9988
1723,2021-12-19,Katherine Ducich,255.968,51.1936
1724,2021-12-19,Katherine Ducich,359.058,-71.8116
1725,2021-12-18,Jay Kimmel,434.352,43.4352
1726,2021-12-18,Jay Kimmel,3.552,0.444
1727,2021-12-18,Jay Kimmel,88.832,7.7728
1728,2023-04-29,Filia McAdams,1048.35,-69.89
1729,2022-02-06,Christina Anderson,100,21
1730,2022-02-06,Christina Anderson,7.83,3.6018
1731,2020-09-27,Keith Dawkins,96.256,31.2832
1732,2020-09-27,Keith Dawkins,10.688,3.7408
1733,2022-07-09,Logan Haushalter,338.04,-33.804
1734,2022-07-09,Logan Haushalter,154.24,17.352
1735,2023-07-29,Anna Gayman,34.848,6.534
1736,2023-07-29,Anna Gayman,22,1.375
1737,2023-07-29,Anna Gayman,4.368,0.3822
1738,2021-09-02,David Bremer,31.44,8.4888
1739,2021-09-02,David Bremer,17.9,3.401
1740,2021-09-02,David Bremer,129.45,46.602
1741,2020-08-08,Emily Ducich,20.88,9.6048
1742,2023-10-30,Mick Crebagga,20.736,7.2576
1743,2023-10-30,Mick Crebagga,7.168,0.9856
1744,2023-10-30,Mick Crebagga,11.168,-2.5128
1745,2023-10-30,Mick Crebagga,442.4,-55.3
1746,2020-06-05,Bryan Mills,13.36,4.9432
1747,2022-08-12,Erin Mull,11.232,-8.2368
1748,2022-08-12,Erin Mull,10.272,3.21
1749,2020-04-24,Dianna Arnett,10.368,3.6288
1750,2020-04-24,Dianna Arnett,6.24,0.546
1751,2021-11-21,Meg O'Connel,206.962,-32.5226
1752,2023-10-14,Joni Wasserman,9.46,3.6894
1753,2023-12-02,Victoria Wilson,559.62,151.0974
1754,2023-12-02,Victoria Wilson,109.92,53.8608
1755,2023-12-02,Victoria Wilson,8.56,3.852
1756,2021-12-07,Tonja Turnell,360.712,130.7581
1757,2021-12-07,Tonja Turnell,1718.4,150.36
1758,2021-07-12,Sara Luxemburg,41.568,-66.5088
1759,2020-05-10,Raymond Messe,46.864,7.6154
1760,2020-01-05,Mick Brown,19.536,4.884
1761,2021-09-04,Arthur Gainer,411.332,-4.8392
1762,2021-09-04,Arthur Gainer,28.752,9.7038
1763,2021-09-04,Arthur Gainer,293.199,-20.6964
1764,2022-08-03,Max Ludwig,35.06,10.518
1765,2022-08-03,Max Ludwig,4.13,1.8998
1766,2022-08-03,Max Ludwig,109.8,46.116
1767,2022-08-03,Max Ludwig,9.82,4.8118
1768,2020-03-21,Craig Carroll,7.644,-5.8604
1769,2020-03-21,Craig Carroll,51.465,-39.4565
1770,2023-03-02,Stewart Carmichael,6.976,-1.3952
1771,2023-03-02,Stewart Carmichael,12.222,-20.1663
1772,2022-11-26,Greg Guthrie,97.984,-24.496
1773,2022-11-26,Greg Guthrie,62.4,19.5
1774,2020-04-27,Muhammed Yedwab,20.86,9.387
1775,2020-04-27,Muhammed Yedwab,497.61,129.3786
1776,2020-04-27,Muhammed Yedwab,5.34,1.4952
1777,2020-04-27,Muhammed Yedwab,3.15,1.512
1778,2021-11-23,Darren Powers,368.91,180.7659
1779,2021-11-23,Darren Powers,14.7,6.615
1780,2022-11-10,Bryan Davis,59.97,14.9925
1781,2022-11-10,Bryan Davis,83.36,20.84
1782,2021-07-08,Claudia Bergmann,6.58,3.0268
1783,2021-07-08,Claudia Bergmann,122.94,59.0112
1784,2023-09-22,Jim Epp,219.84,107.7216
1785,2023-09-22,Jim Epp,98.16,9.816
1786,2023-09-22,Jim Epp,33.04,15.5288
1787,2023-09-22,Jim Epp,86.97,25.2213
1788,2021-02-14,Roy Phan,134.97,64.7856
1789,2021-02-14,Roy Phan,699.98,195.9944
1790,2021-02-14,Roy Phan,139.95,26.5905
1791,2020-09-29,Russell Applegate,48.94,24.47
1792,2020-11-30,Resi Pölking,2807.84,673.8816
1793,2020-11-30,Resi Pölking,46.64,12.5928
1794,2020-12-07,Thomas Boland,60.416,6.0416
1795,2022-09-04,Brad Eason,107.94,26.985
1796,2023-08-27,Mathew Reese,63.84,16.5984
1797,2023-08-27,Mathew Reese,347.97,100.9113
1798,2023-08-27,Mathew Reese,37.008,11.565
1799,2022-07-06,Raymond Messe,215.65,73.321
1800,2022-08-07,Jill Fjeld,11.168,3.6296
1801,2022-08-07,Jill Fjeld,53.952,17.5344
1802,2022-11-12,Adrian Shami,4.18,1.5048
1803,2023-09-22,Joseph Airdo,5.607,-4.2987
1804,2023-09-22,Joseph Airdo,4663.736,-1049.3406
1805,2023-09-22,Joseph Airdo,79.984,22.9954
1806,2022-12-24,Grace Kelly,2575.944,257.5944
1807,2022-12-24,Grace Kelly,45.36,21.7728
1808,2022-12-24,Grace Kelly,254.24,76.272
1809,2022-02-10,Phillip Breyer,69.93,0.6993
1810,2022-10-22,Heather Kirkland,16.156,-12.117
1811,2022-10-22,Heather Kirkland,54.816,17.8152
1812,2020-06-08,Frank Olsen,1441.3,245.021
1813,2023-11-20,Brian Thompson,77.6,28.13
1814,2023-11-20,Brian Thompson,4.656,1.5714
1815,2021-09-13,Stefania Perrino,170.136,-8.5068
1816,2021-06-03,Lauren Leatherbury,7.38,3.4686
1817,2021-06-03,Lauren Leatherbury,9.26,3.0558
1818,2021-12-12,Matt Collins,9.96,4.5816
1819,2020-05-24,Janet Lee,75.6,-166.32
1820,2020-05-24,Janet Lee,29.32,-24.189
1821,2022-02-15,Erin Ashbrook,92.064,-225.5568
1822,2022-02-15,Erin Ashbrook,6.976,1.8312
1823,2022-02-15,Erin Ashbrook,62.958,-2.6982
1824,2022-02-15,Erin Ashbrook,5.184,1.8144
1825,2022-12-21,Sue Ann Reed,31.32,-25.056
1826,2022-12-21,Sue Ann Reed,11.84,3.108
1827,2022-12-21,Sue Ann Reed,22.784,4.8416
1828,2022-02-07,Cathy Hwang,1127.976,126.8973
1829,2021-07-12,Neil Ducich,38.88,18.6624
1830,2020-05-17,Bruce Stewart,779.796,-168.9558
1831,2023-10-21,Sara Luxemburg,1439.92,374.3792
1832,2023-10-21,Sara Luxemburg,262.11,62.9064
1833,2021-11-04,George Bell,207,25.875
1834,2023-08-01,Aaron Smayling,1439.982,-263.9967
1835,2023-08-01,Aaron Smayling,36.288,12.7008
1836,2020-06-20,Raymond Messe,21.4,6.206
1837,2023-02-18,Nicole Hansen,1245.86,361.2994
1838,2020-07-31,Barbara Fisher,17.544,5.9211
1839,2020-07-31,Barbara Fisher,44.128,12.1352
1840,2020-07-31,Barbara Fisher,62.92,10.2245
1841,2020-07-31,Barbara Fisher,78.304,29.364
